Reported Date,Suburb - Incident,Postcode - Incident,Offence Level 1 Description,Offence Level 2 Description,Offence Level 3 Description,Offence count
2025-10-09,ELIZABETH PARK,5113,OFFENCES AGAINST PROPERTY,THEFT,Receive or handle proceeds of crime,1
2025-10-09,ELIZABETH PARK,5113,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-10-09,ELIZABETH PARK,5113,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-10-09,ELIZABETH SOUTH,5112,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-10-09,ELIZABETH VALE,5112,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-10-09,ENCOUNTER BAY,5211,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
2025-10-09,EVANSTON,5116,OFFENCES AGAINST PROPERTY,FRAUD AND RELATED OFFENCES,Obtain benefit by deception,1
2025-10-09,EVANSTON,5116,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-10-09,FERRYDEN PARK,5010,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,3
2025-10-09,FINDON,5023,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-10-09,FINDON,5023,OFFENCES AGAINST THE PERSON,"ROBBERY, BLACKMAIL, AND EXTORTION",Robbery,1
2025-10-09,FIRLE,5070,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-10-09,FIRLE,5070,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,2
2025-10-09,FLINDERS PARK,5025,OFFENCES AGAINST PROPERTY,FRAUD AND RELATED OFFENCES,Obtain benefit by deception,1
2025-10-09,FLINDERS PARK,5025,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-10-09,FLINDERS PARK,5025,OFFENCES AGAINST PROPERTY,THEFT,Receive or handle proceeds of crime,1
2025-10-09,FULHAM,5024,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-10-09,FULHAM GARDENS,5024,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-10-09,GAWLER EAST,5118,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
2025-10-09,GAWLER SOUTH,5118,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-10-09,GEPPS CROSS,5094,OFFENCES AGAINST PROPERTY,THEFT,Receive or handle proceeds of crime,1
2025-10-09,GLANVILLE,5015,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,2
2025-10-09,GLENELG,5045,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-10-09,GLENELG NORTH,5045,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-10-09,GLENGOWRIE,5044,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-10-09,GLENSIDE,5065,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
2025-10-09,GOLDEN GROVE,5125,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-10-09,GREENACRES,5086,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-10-09,HACKHAM,5163,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1
2025-10-09,HENDON,5014,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-10-09,HENDON,5014,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-10-09,HENLEY BEACH,5022,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-10-09,HILLBANK,5112,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-10-09,HILLBANK,5112,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-10-09,HILLCREST,5086,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-10-09,HILTON,5033,OFFENCES AGAINST PROPERTY,THEFT,Receive or handle proceeds of crime,1
2025-10-09,HOPE VALLEY,5090,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1
2025-10-09,HUNTFIELD HEIGHTS,5163,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-10-09,KILBURN,5084,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1
2025-10-09,KILKENNY,5009,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-10-09,KIMBA,5641,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,3
2025-10-09,KURRALTA PARK,5037,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-10-09,LARGS NORTH,5016,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-10-09,LEABROOK,5068,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-10-09,LEWISTON,5501,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",1
2025-10-09,LITTLEHAMPTON,5250,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-10-09,MALVERN,5061,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
2025-10-09,MANNUM,5238,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-10-09,MARION,5043,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
2025-10-09,MARION,5043,OFFENCES AGAINST PROPERTY,THEFT,Receive or handle proceeds of crime,1
2025-10-09,MAWSON LAKES,5095,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-10-09,MAWSON LAKES,5095,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-10-09,MAWSON LAKES,5095,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
2025-10-09,MILE END,5031,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,3
2025-10-09,MILE END,5031,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1
2025-10-09,MILE END,5031,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
2025-10-09,MILE END,5031,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-10-09,MILLICENT,5280,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-10-09,MITCHELL PARK,5043,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,2
2025-10-09,MITCHELL PARK,5043,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
2025-10-09,MODBURY,5092,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,2
2025-10-09,MODBURY,5092,OFFENCES AGAINST THE PERSON,"ROBBERY, BLACKMAIL, AND EXTORTION",Robbery,1
2025-10-09,MODBURY NORTH,5092,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-10-09,MODBURY NORTH,5092,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-10-09,MORPHETT VALE,5162,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-10-09,MORPHETT VALE,5162,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
2025-10-09,MORPHETT VALE,5162,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-10-09,MORPHETT VALE,5162,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-10-09,MORPHETT VALE,5162,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-10-09,MOUNT BARKER,5251,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1
2025-10-09,MOUNT BARKER,5251,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",1
2025-10-09,MOUNT GAMBIER,5290,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-10-09,MUNNO PARA,5115,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,2
2025-10-09,MUNNO PARA,5115,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-10-09,MUNNO PARA,5115,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-10-09,MUNNO PARA WEST,5115,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-10-09,MUNNO PARA WEST,5115,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
2025-10-09,MURRAY BRIDGE,5253,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-10-09,MURRAY BRIDGE,5253,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,2
2025-10-09,NARACOORTE,5271,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-10-09,NEWTON,5074,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-10-09,NEWTON,5074,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-10-09,NOARLUNGA CENTRE,5168,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-10-09,NOARLUNGA CENTRE,5168,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-10-09,NORTHGATE,5085,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-10-09,NORTH HAVEN,5018,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-10-09,NORTH PLYMPTON,5037,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",1
2025-10-09,NOT DISCLOSED,NOT DISCLOSED,OFFENCES AGAINST THE PERSON,SEXUAL OFFENCES,Aggravated sexual assault,4
2025-10-09,NOT DISCLOSED,NOT DISCLOSED,OFFENCES AGAINST THE PERSON,SEXUAL OFFENCES,Child abuse material offences,2
2025-10-09,NOT DISCLOSED,NOT DISCLOSED,OFFENCES AGAINST THE PERSON,SEXUAL OFFENCES,Other sexual offences,3
2025-10-09,NOVAR GARDENS,5040,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-10-09,OAKLANDS PARK,5046,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-10-09,OAKLANDS PARK,5046,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-10-09,OAKLANDS PARK,5046,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,2
2025-10-09,OLD NOARLUNGA,5168,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-10-09,OTTOWAY,5013,OFFENCES AGAINST THE PERSON,ASSAULT,Assault of other prescribed officer,1
2025-10-09,OVINGHAM,5082,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
2025-10-09,PARAFIELD,5106,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-10-09,PARAFIELD GARDENS,5107,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-10-09,PARA HILLS,5096,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-10-09,PARA HILLS WEST,5096,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-10-09,PARALOWIE,5108,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-10-09,PARALOWIE,5108,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-10-09,PARALOWIE,5108,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-10-09,PARALOWIE,5108,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-10-09,PARA VISTA,5093,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-10-09,PARK HOLME,5043,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,2
2025-10-09,PAYNEHAM SOUTH,5070,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
2025-10-09,PAYNEHAM SOUTH,5070,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-10-09,PENFIELD,5121,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
2025-10-09,PENNINGTON,5013,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-10-09,PENNINGTON,5013,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-10-09,POORAKA,5095,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
2025-10-09,POORAKA,5095,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
2025-10-09,POORAKA,5095,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-10-09,POORAKA,5095,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,Other acts that harm or endanger persons,1
2025-10-09,PORT AUGUSTA,5700,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-10-09,PORT AUGUSTA,5700,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,2
2025-10-09,PORT AUGUSTA,5700,OFFENCES AGAINST THE PERSON,ASSAULT,Assault of a police officer,2
2025-10-09,PORT AUGUSTA,5700,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-10-09,PORT AUGUSTA WEST,5700,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,2
2025-10-09,PORT AUGUSTA WEST,5700,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-10-09,PORT AUGUSTA WEST,5700,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-10-09,PORT AUGUSTA WEST,5700,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
2025-10-09,PORT AUGUSTA WEST,5700,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,3
2025-10-09,PORT LINCOLN,5606,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
2025-10-09,PORT LINCOLN,5606,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-10-09,PORT LINCOLN,5606,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-10-09,PORT LINCOLN,5606,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-10-09,PROSPECT,5082,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-10-09,PROSPECT,5082,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-10-09,PROSPECT,5082,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
2025-10-09,RENMARK,5341,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,3
2025-10-09,RENOWN PARK,5008,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-10-09,RIDGEHAVEN,5097,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1
2025-10-09,RIDLEYTON,5008,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-10-09,ROYAL PARK,5014,OFFENCES AGAINST PROPERTY,FRAUD AND RELATED OFFENCES,Obtain benefit by deception,2
2025-10-09,ROYAL PARK,5014,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-10-09,ROYAL PARK,5014,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,2
2025-10-09,ROYAL PARK,5014,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-10-09,ROYSTON PARK,5070,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1
2025-10-09,ROYSTON PARK,5070,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-10-09,SALISBURY,5108,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,3
2025-10-09,SALISBURY,5108,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
2025-10-09,SALISBURY DOWNS,5108,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-10-09,SALISBURY EAST,5109,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,2
2025-10-09,SEATON,5023,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-10-09,SEMAPHORE PARK,5019,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-10-09,SMITHFIELD,5114,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-10-09,SMITHFIELD,5114,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-10-09,SMITHFIELD PLAINS,5114,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,2
2025-10-09,SMITHFIELD PLAINS,5114,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-10-09,SOMERTON PARK,5044,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-10-09,SOUTH BRIGHTON,5048,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-10-09,SOUTH PLYMPTON,5038,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-10-09,ST MARYS,5042,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-10-09,STURT,5047,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-10-09,STURT,5047,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1
2025-10-09,SURREY DOWNS,5126,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
2025-10-09,TAILEM BEND,5260,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-10-09,TAPEROO,5017,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-10-09,TEA TREE GULLY,5091,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,"Acts that threaten, harass, or control",1
2025-10-09,THEBARTON,5031,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-10-09,THEVENARD,5690,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-10-09,THORNGATE,5082,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,2
2025-10-09,TORRENS PARK,5062,OFFENCES AGAINST PROPERTY,FRAUD AND RELATED OFFENCES,Obtain benefit by deception,1
2025-10-09,UNLEY,5061,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-10-09,VICTOR HARBOR,5211,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-10-09,WAYVILLE,5034,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-10-09,WEST BEACH,5024,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-10-09,WEST CROYDON,5008,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-10-09,WEST CROYDON,5008,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-10-09,WHYALLA NORRIE,5608,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,3
2025-10-09,WHYALLA NORRIE,5608,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
2025-10-09,WHYALLA NORRIE,5608,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-10-09,WHYALLA NORRIE,5608,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-10-09,WHYALLA STUART,5608,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-10-09,WHYALLA STUART,5608,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-10-09,WOODVILLE,5011,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-10-09,WOODVILLE NORTH,5012,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Arson,1
2025-10-09,WOODVILLE NORTH,5012,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-10-09,,5000,OFFENCES AGAINST PROPERTY,FRAUD AND RELATED OFFENCES,Other fraud and related offences,1
2025-10-09,,,OFFENCES AGAINST PROPERTY,FRAUD AND RELATED OFFENCES,Other fraud and related offences,1
2025-10-10,ABERFOYLE PARK,5159,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
2025-10-10,ADELAIDE,5000,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Arson,1
2025-10-10,ADELAIDE,5000,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,2
2025-10-10,ADELAIDE,5000,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,3
2025-10-10,ADELAIDE,5000,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,2
2025-10-10,ADELAIDE,5000,OFFENCES AGAINST PROPERTY,THEFT,Receive or handle proceeds of crime,2
2025-10-10,ADELAIDE,5000,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,6
2025-10-10,ADELAIDE,5000,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,4
2025-10-10,ADELAIDE,5000,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,3
2025-10-10,ADELAIDE,5000,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,3
2025-10-10,ADELAIDE AIRPORT,5950,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-10-10,ANDREWS FARM,5114,OFFENCES AGAINST PROPERTY,FRAUD AND RELATED OFFENCES,Obtain benefit by deception,1
2025-10-10,ANDREWS FARM,5114,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,3
2025-10-10,ANDREWS FARM,5114,OFFENCES AGAINST THE PERSON,HARM OR ENDANGER PERSONS,Other acts that harm or endanger persons,1
2025-10-10,ANGLE VALE,5117,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-10-10,ASCOT PARK,5043,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-10-10,ASCOT PARK,5043,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-10-10,ASHFORD,5035,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-10-10,BARMERA,5345,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-10-10,BERRI,5343,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
2025-10-10,BERRI,5343,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-10-10,BLACKWOOD,5051,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-10-10,BLAIR ATHOL,5084,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
2025-10-10,BLAKEVIEW,5114,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,1
2025-10-10,BLAKEVIEW,5114,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-10-10,BOLIVAR,5110,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
2025-10-10,BRAHMA LODGE,5109,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-10-10,BRAHMA LODGE,5109,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,3
2025-10-10,BURNSIDE,5066,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,Other unlawful entry with intent,1
2025-10-10,BURNSIDE,5066,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
2025-10-10,BUTE,5560,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1
2025-10-10,CAMDEN PARK,5038,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,2
2025-10-10,CAMPBELLTOWN,5074,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,2
2025-10-10,CAMPBELLTOWN,5074,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-10-10,CAVAN,5094,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
2025-10-10,CEDUNA,5690,OFFENCES AGAINST PROPERTY,THEFT,Receive or handle proceeds of crime,1
2025-10-10,CHITON,5211,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Non Residence,1
2025-10-10,CHRISTIE DOWNS,5164,OFFENCES AGAINST THE PERSON,ASSAULT,Assault of other prescribed officer,1
2025-10-10,CHRISTIE DOWNS,5164,OFFENCES AGAINST THE PERSON,ASSAULT,Common Assault,1
2025-10-10,CHRISTIES BEACH,5165,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,4
2025-10-10,CHRISTIES BEACH,5165,OFFENCES AGAINST PROPERTY,THEFT,Theft from a person,2
2025-10-10,CLEARVIEW,5085,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,1
2025-10-10,COOMANDOOK,5261,OFFENCES AGAINST PROPERTY,SERIOUS CRIMINAL TRESPASS,SCT - Residence,1
2025-10-10,CROYDON,5008,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,2
2025-10-10,DAVENPORT,5700,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-10-10,DERNANCOURT,5075,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-10-10,DERNANCOURT,5075,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,3
2025-10-10,DRY CREEK,5094,OFFENCES AGAINST PROPERTY,FRAUD AND RELATED OFFENCES,Obtain benefit by deception,1
2025-10-10,DRY CREEK,5094,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-10-10,DRY CREEK,5094,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-10-10,DRY CREEK,5094,OFFENCES AGAINST PROPERTY,THEFT,Receive or handle proceeds of crime,1
2025-10-10,DRY CREEK,5094,OFFENCES AGAINST THE PERSON,ASSAULT,Serious Assault,1
2025-10-10,EDEN HILLS,5050,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-10-10,EDWARDSTOWN,5039,OFFENCES AGAINST PROPERTY,PROPERTY DAMAGE,Damage or destroy property,1
2025-10-10,EDWARDSTOWN,5039,OFFENCES AGAINST PROPERTY,THEFT,Motor vehicle theft and related offences,1
2025-10-10,EDWARDSTOWN,5039,OFFENCES AGAINST PROPERTY,THEFT,Theft from retail premises,4
